wr1;wr2;wr3;wr4;wr5;wr6;wr7;wr8;wblack1;wb1;wb2;wb3;wb4;wb5;wb6;wb7;wb8;wb9;ww1;ww2;ww3;ww4;ww5;ww6;ww7;wz1;wz2;wz3;wz4;wp1;wp2;wp3;wp4;association;pred
король_NOUN;дятел_NOUN;война_NOUN;машина_NOUN;косяк_NOUN;мир_NOUN;Урал_NOUN;парашют_NOUN;Юпитер_NOUN;утка_NOUN;кол_NOUN;флейта_NOUN;вирус_NOUN;шар_NOUN;горло_NOUN;стул_NOUN;крест_NOUN;блин_NOUN;тарелка_NOUN;такса_NOUN;Рим_PROPN;повар_NOUN;каша_NOUN;дама_NOUN;бык_NOUN;король_NOUN;война_NOUN;;;король_NOUN;рим_PROPN;;;власть_NOUN;0.75
призрак_NOUN;Москва_PROPN;свет_NOUN;яблоко_NOUN;биржа_NOUN;колонна_NOUN;киви_NOUN;запад_NOUN;дракон_NOUN;Австралия_PROPN;жила_NOUN;вертолет_NOUN;орел_NOUN;стадион_NOUN;гигант_NOUN;пилот_NOUN;свидетель_NOUN;лама_NOUN;предприниматель_NOUN;номер_NOUN;предложение_NOUN;состав_NOUN;посольство_NOUN;лазер_NOUN;вид_NOUN;Москва_PROPN;запад_NOUN;;;запад_NOUN;дракон_NOUN;;;война_NOUN;0.0
ведьма_NOUN;бомба_NOUN;вождь_NOUN;сеть_NOUN;танец_NOUN;яд_NOUN;сантехник_NOUN;гранат_NOUN;команда_NOUN;концерт_NOUN;судьба_NOUN;агент_NOUN;амфибия_NOUN;вал_NOUN;ссылка_NOUN;Африка_PROPN;киви_NOUN;тарелка_NOUN;привод_NOUN;эфир_NOUN;туба_NOUN;ангел_NOUN;Бермуды_NOUN;удел_NOUN;край_NOUN;ведьма_NOUN;яд_NOUN;;;ведьма_NOUN;вождь_NOUN;;;женщина_NOUN;0.75
механизм_NOUN;состав_NOUN;хвост_NOUN;лев_NOUN;Азия_PROPN;рак_NOUN;поле_NOUN;рулетка_NOUN;театр_NOUN;Пушкин_PROPN;бревно_NOUN;крыло_NOUN;крест_NOUN;кол_NOUN;учитель_NOUN;проказа_NOUN;пришелец_NOUN;частица_NOUN;каша_NOUN;танец_NOUN;телескоп_NOUN;камень_NOUN;стрела_NOUN;Лондон_PROPN;ствол_NOUN;лев_NOUN;рак_NOUN;;;пришелец_NOUN;лев_NOUN;;;животное_NOUN;0.15000000000000002
боевик_NOUN;больница_NOUN;колонна_NOUN;Антарктида_PROPN;кролик_NOUN;титан_NOUN;стена_NOUN;береза_NOUN;бочка_NOUN;кольцо_NOUN;орган_NOUN;горн_NOUN;ласка_NOUN;кетчуп_NOUN;масло_NOUN;наряд_NOUN;блок_NOUN;институт_NOUN;Китай_PROPN;пилот_NOUN;круг_NOUN;игра_NOUN;бревно_NOUN;сантехник_NOUN;сеть_NOUN;больница_NOUN;стена_NOUN;;;стена_NOUN;колонна_NOUN;;;здание_NOUN;0.75
Пекин_PROPN;поток_NOUN;банк_NOUN;шпион_NOUN;билет_NOUN;вождь_NOUN;стул_NOUN;курс_NOUN;шоколад_NOUN;кисть_NOUN;палец_NOUN;лимузин_NOUN;липа_NOUN;спутник_NOUN;гранат_NOUN;обрез_NOUN;пингвин_NOUN;предложение_NOUN;секрет_NOUN;перчатка_NOUN;струна_NOUN;шар_NOUN;течение_NOUN;полис_NOUN;парашют_NOUN;шпион_NOUN;вождь_NOUN;;;курс_NOUN;билет_NOUN;;;профессия_NOUN;0.75
яблоко_NOUN;амфибия_NOUN;брак_NOUN;ночь_NOUN;совет_NOUN;ботинок_NOUN;тарелка_NOUN;треугольник_NOUN;мелочь_NOUN;ветер_NOUN;Англия_PROPN;блин_NOUN;Пекин_PROPN;прокат_NOUN;вода_NOUN;рыба_NOUN;кулак_NOUN;Альпы_NOUN;покров_NOUN;ученый_NOUN;баня_NOUN;образ_NOUN;повар_NOUN;миллионер_NOUN;стекло_NOUN;брак_NOUN;ночь_NOUN;;;брак_NOUN;повар_NOUN;;;свадьба_NOUN;0.22499999999999998
корона_NOUN;бокс_NOUN;удел_NOUN;зона_NOUN;рог_NOUN;тур_NOUN;вертолет_NOUN;мелочь_NOUN;залог_NOUN;небоскреб_NOUN;бумага_NOUN;судьба_NOUN;заноза_NOUN;гений_NOUN;Мексика_PROPN;дух_NOUN;нота_NOUN;жила_NOUN;парк_NOUN;динозавр_NOUN;горло_NOUN;прокат_NOUN;соль_NOUN;кошка_NOUN;дробь_NOUN;рог_NOUN;тур_NOUN;;;рог_NOUN;кошка_NOUN;;;бык_NOUN;0.22499999999999998
аппарат_NOUN;палата_NOUN;волна_NOUN;сердце_NOUN;вал_NOUN;адвокат_NOUN;стол_NOUN;учитель_NOUN;номер_NOUN;лимузин_NOUN;машина_NOUN;разворот_NOUN;штат_NOUN;Альпы_NOUN;лист_NOUN;бревно_NOUN;обрез_NOUN;осьминог_NOUN;перевод_NOUN;венец_NOUN;билет_NOUN;дух_NOUN;банк_NOUN;болезнь_NOUN;стопа_NOUN;палата_NOUN;адвокат_NOUN;;;адвокат_NOUN;палата_NOUN;;;суд_NOUN;0.75
корона_NOUN;автомат_NOUN;кентавр_NOUN;Европа_PROPN;запах_NOUN;механизм_NOUN;почка_NOUN;жила_NOUN;образование_NOUN;свет_NOUN;посольство_NOUN;камень_NOUN;совет_NOUN;дракон_NOUN;лес_NOUN;урна_NOUN;ссылка_NOUN;строй_NOUN;акт_NOUN;круг_NOUN;горн_NOUN;частица_NOUN;телескоп_NOUN;секрет_NOUN;снег_NOUN;автомат_NOUN;механизм_NOUN;;;автомат_NOUN;дракон_NOUN;;;оружие_NOUN;0.15000000000000002
заяц_NOUN;время_NOUN;Юпитер_NOUN;ветер_NOUN;помет_NOUN;стан_NOUN;кавалер_NOUN;король_NOUN;рысь_NOUN;ведьма_NOUN;вес_NOUN;игра_NOUN;крошка_NOUN;якорь_NOUN;норка_NOUN;принцесса_NOUN;высота_NOUN;титан_NOUN;секрет_NOUN;баня_NOUN;канал_NOUN;нож_NOUN;груша_NOUN;платье_NOUN;ствол_NOUN;время_NOUN;король_NOUN;;;король_NOUN;юпитер_NOUN;;;правление_NOUN;0.75
осьминог_NOUN;лад_NOUN;диск_NOUN;солдат_NOUN;салют_NOUN;пингвин_NOUN;камера_NOUN;Лондон_PROPN;ствол_NOUN;стадион_NOUN;косяк_NOUN;концерт_NOUN;рыба_NOUN;панель_NOUN;венец_NOUN;пилот_NOUN;запах_NOUN;вирус_NOUN;стрела_NOUN;ссылка_NOUN;воздух_NOUN;запад_NOUN;Бермуды_NOUN;вода_NOUN;лес_NOUN;солдат_NOUN;салют_NOUN;;;салют_NOUN;стадион_NOUN;;;победа_NOUN;0.15000000000000002
посольство_NOUN;кокетка_NOUN;утка_NOUN;бумага_NOUN;экран_NOUN;Антарктида_PROPN;рулетка_NOUN;пилот_NOUN;билет_NOUN;прокат_NOUN;падение_NOUN;киви_NOUN;тур_NOUN;телескоп_NOUN;перевод_NOUN;ссылка_NOUN;боевик_NOUN;институт_NOUN;бар_NOUN;среда_NOUN;раствор_NOUN;судьба_NOUN;рыба_NOUN;Голливуд_PROPN;крошка_NOUN;утка_NOUN;Антарктида_PROPN;;;антарктида_PROPN;утка_NOUN;;;пингвин_NOUN;0.75
палата_NOUN;береза_NOUN;карлик_NOUN;няня_NOUN;точка_NOUN;кошка_NOUN;глаз_NOUN;болезнь_NOUN;Сатурн_NOUN;Олимп_NOUN;штат_NOUN;нож_NOUN;звезда_NOUN;заноза_NOUN;крошка_NOUN;облом_NOUN;камера_NOUN;Байкал_NOUN;перчатка_NOUN;морковь_NOUN;вилка_NOUN;кость_NOUN;луч_NOUN;хвост_NOUN;осьминог_NOUN;палата_NOUN;болезнь_NOUN;;;палата_NOUN;болезнь_NOUN;;;поликлиника_NOUN;0.75
Атлантида_NOUN;профиль_NOUN;пляж_NOUN;линия_NOUN;зона_NOUN;прибор_NOUN;рак_NOUN;пирамида_NOUN;стопа_NOUN;король_NOUN;вагон_NOUN;проводник_NOUN;штат_NOUN;няня_NOUN;область_NOUN;салют_NOUN;учитель_NOUN;Рим_PROPN;Индия_PROPN;Европа_PROPN;галоп_NOUN;перчатка_NOUN;поток_NOUN;канал_NOUN;развод_NOUN;пляж_NOUN;линия_NOUN;;;линия_NOUN;пирамида_NOUN;;;горизонт_NOUN;0.75
боров_NOUN;ключ_NOUN;опера_NOUN;наряд_NOUN;мост_NOUN;залог_NOUN;клетка_NOUN;ведьма_NOUN;пробка_NOUN;стекло_NOUN;посольство_NOUN;дума_NOUN;газ_NOUN;свет_NOUN;облом_NOUN;батарея_NOUN;утконос_NOUN;век_NOUN;треугольник_NOUN;венец_NOUN;блин_NOUN;род_NOUN;призрак_NOUN;груша_NOUN;голова_NOUN;клетка_NOUN;ведьма_NOUN;;;посольство_NOUN;ведьма_NOUN;;;тюрьма_NOUN;0.15000000000000002
вождь_NOUN;подкова_NOUN;эфир_NOUN;ангел_NOUN;фига_NOUN;площадь_NOUN;бокс_NOUN;снег_NOUN;крест_NOUN;запад_NOUN;шпагат_NOUN;луч_NOUN;карта_NOUN;Москва_PROPN;перчатка_NOUN;ведьма_NOUN;вилка_NOUN;лошадь_NOUN;крыло_NOUN;небоскреб_NOUN;луна_NOUN;яд_NOUN;альбом_NOUN;плата_NOUN;червь_NOUN;фига_NOUN;бокс_NOUN;;;подкова_NOUN;крыло_NOUN;;;кулак_NOUN;0.22499999999999998
кора_NOUN;течение_NOUN;няня_NOUN;ясли_NOUN;Сатурн_NOUN;состав_NOUN;смерть_NOUN;жила_NOUN;киви_NOUN;баня_NOUN;Атлантида_NOUN;пират_NOUN;кадр_NOUN;шоколад_NOUN;Лондон_PROPN;воздух_NOUN;урна_NOUN;стул_NOUN;проказа_NOUN;снаряд_NOUN;машина_NOUN;земля_NOUN;площадь_NOUN;амфибия_NOUN;концерт_NOUN;Сатурн_NOUN;смерть_NOUN;;;атлантида_NOUN;пират_NOUN;;;аид_NOUN;0.15000000000000002
секция_NOUN;блок_NOUN;спутник_NOUN;падение_NOUN;побег_NOUN;ствол_NOUN;пират_NOUN;время_NOUN;облом_NOUN;состав_NOUN;штат_NOUN;учитель_NOUN;заяц_NOUN;золото_NOUN;гигант_NOUN;собака_NOUN;глаз_NOUN;проспект_NOUN;площадь_NOUN;король_NOUN;образование_NOUN;Атлантида_NOUN;каша_NOUN;смерть_NOUN;жила_NOUN;секция_NOUN;блок_NOUN;;;блок_NOUN;атлантида_NOUN;;;разбиение_NOUN;0.75
салют_NOUN;перо_NOUN;диск_NOUN;шпагат_NOUN;Сатурн_NOUN;налет_NOUN;орган_NOUN;церковь_NOUN;гвоздь_NOUN;снаряд_NOUN;мат_NOUN;камера_NOUN;Африка_PROPN;труба_NOUN;перемена_NOUN;Атлантида_NOUN;лист_NOUN;урна_NOUN;Голливуд_PROPN;бокс_NOUN;сердце_NOUN;кисть_NOUN;корона_NOUN;учитель_NOUN;клетка_NOUN;Сатурн_NOUN;церковь_NOUN;;;церковь_NOUN;атлантида_NOUN;;;религия_NOUN;0.75
газ_NOUN;вид_NOUN;биржа_NOUN;кулак_NOUN;машина_NOUN;хлопок_NOUN;штат_NOUN;обрез_NOUN;стан_NOUN;микроскоп_NOUN;знак_NOUN;право_NOUN;стена_NOUN;игра_NOUN;вагон_NOUN;партия_NOUN;карлик_NOUN;король_NOUN;кисть_NOUN;Мексика_PROPN;Альпы_NOUN;почка_NOUN;Лондон_PROPN;Африка_PROPN;порода_NOUN;машина_NOUN;хлопок_NOUN;;;машина_NOUN;микроскоп_NOUN;;;станок_NOUN;0.15000000000000002
бутылка_NOUN;Бермуды_NOUN;день_NOUN;концерт_NOUN;дух_NOUN;газ_NOUN;червь_NOUN;лазер_NOUN;точка_NOUN;салют_NOUN;язык_NOUN;повар_NOUN;война_NOUN;разворот_NOUN;лед_NOUN;стена_NOUN;урна_NOUN;утконос_NOUN;собака_NOUN;Пушкин_PROPN;покров_NOUN;зона_NOUN;среда_NOUN;удел_NOUN;мотив_NOUN;бутылка_NOUN;Бермуды_NOUN;;;салют_NOUN;лед_NOUN;;;кораблик_NOUN;0.030000000000000006
блин_NOUN;панель_NOUN;кенгуру_NOUN;динозавр_NOUN;клетка_NOUN;аппарат_NOUN;хлопок_NOUN;игра_NOUN;корона_NOUN;лук_NOUN;курс_NOUN;палочка_NOUN;перевод_NOUN;знак_NOUN;пилот_NOUN;каша_NOUN;гранат_NOUN;супергерой_NOUN;контрабандист_NOUN;стан_NOUN;посольство_NOUN;перемена_NOUN;дума_NOUN;зуб_NOUN;воздух_NOUN;кенгуру_NOUN;динозавр_NOUN;;;динозавр_NOUN;кенгуру_NOUN;;;животное_NOUN;0.75
кокетка_NOUN;лист_NOUN;пришелец_NOUN;пистолет_NOUN;кол_NOUN;Азия_PROPN;хвост_NOUN;горн_NOUN;танец_NOUN;театр_NOUN;парк_NOUN;овсянка_NOUN;диск_NOUN;король_NOUN;прокат_NOUN;масса_NOUN;стол_NOUN;декрет_NOUN;вирус_NOUN;повар_NOUN;лимузин_NOUN;Китай_PROPN;игла_NOUN;скат_NOUN;собака_NOUN;кол_NOUN;хвост_NOUN;;;хвост_NOUN;лист_NOUN;;;длинный_ADJ;0.75
проказа_NOUN;подкова_NOUN;собака_NOUN;Германия_PROPN;время_NOUN;липа_NOUN;поле_NOUN;игра_NOUN;дятел_NOUN;киви_NOUN;принцесса_NOUN;вор_NOUN;огонь_NOUN;Сатурн_NOUN;панель_NOUN;жизнь_NOUN;повар_NOUN;жук_NOUN;образование_NOUN;утка_NOUN;масло_NOUN;рог_NOUN;венец_NOUN;замок_NOUN;вирус_NOUN;поле_NOUN;игра_NOUN;;;игра_NOUN;поле_NOUN;;;футбол_NOUN;0.75
бокс_NOUN;лист_NOUN;точка_NOUN;кенгуру_NOUN;хлопок_NOUN;Австралия_PROPN;стул_NOUN;век_NOUN;лев_NOUN;полиция_NOUN;утконос_NOUN;снаряд_NOUN;золото_NOUN;вода_NOUN;трава_NOUN;ерш_NOUN;Африка_PROPN;стрела_NOUN;стена_NOUN;масса_NOUN;пират_NOUN;стол_NOUN;база_NOUN;кисть_NOUN;форма_NOUN;кенгуру_NOUN;Австралия_PROPN;;;африка_PROPN;австралия_PROPN;;;экзотика_NOUN;0.75
мотив_NOUN;предложение_NOUN;путь_NOUN;косяк_NOUN;посольство_NOUN;ведьма_NOUN;снеговик_NOUN;спутник_NOUN;вал_NOUN;стол_NOUN;центр_NOUN;принцесса_NOUN;Лондон_PROPN;больница_NOUN;рулетка_NOUN;морковь_NOUN;казино_NOUN;стан_NOUN;телескоп_NOUN;театр_NOUN;мушка_NOUN;осьминог_NOUN;курс_NOUN;Голливуд_PROPN;стена_NOUN;ведьма_NOUN;снеговик_NOUN;;;принцесса_NOUN;снеговик_NOUN;;;сказка_NOUN;0.15000000000000002
игра_NOUN;кадр_NOUN;вагон_NOUN;кол_NOUN;Олимп_NOUN;барьер_NOUN;вид_NOUN;смерть_NOUN;вождь_NOUN;жила_NOUN;команда_NOUN;масло_NOUN;рукав_NOUN;луч_NOUN;скат_NOUN;Берлин_PROPN;королева_NOUN;галоп_NOUN;перо_NOUN;спутник_NOUN;казино_NOUN;вилка_NOUN;Греция_PROPN;декрет_NOUN;концерт_NOUN;игра_NOUN;барьер_NOUN;;;команда_NOUN;галоп_NOUN;;;атлетика_NOUN;0.030000000000000006
круг_NOUN;отель_NOUN;течение_NOUN;перемена_NOUN;аппарат_NOUN;стена_NOUN;лист_NOUN;сантехник_NOUN;крыло_NOUN;вирус_NOUN;область_NOUN;тарелка_NOUN;робот_NOUN;фаланга_NOUN;свет_NOUN;береза_NOUN;клетка_NOUN;десна_NOUN;киви_NOUN;рысь_NOUN;королева_NOUN;род_NOUN;панель_NOUN;развод_NOUN;лес_NOUN;аппарат_NOUN;сантехник_NOUN;;;сантехник_NOUN;тарелка_NOUN;;;унитаз_NOUN;0.15000000000000002
парашют_NOUN;заноза_NOUN;Берлин_PROPN;точка_NOUN;танец_NOUN;пробка_NOUN;ерш_NOUN;автомат_NOUN;снег_NOUN;лед_NOUN;баня_NOUN;течение_NOUN;штат_NOUN;Англия_PROPN;высота_NOUN;Австралия_PROPN;груша_NOUN;вид_NOUN;утка_NOUN;привод_NOUN;крест_NOUN;агент_NOUN;верфь_NOUN;кулак_NOUN;кольцо_NOUN;Берлин_PROPN;автомат_NOUN;;;берлин_PROPN;англия_PROPN;;;война_NOUN;0.75
Антарктида_PROPN;яблоко_NOUN;шпион_NOUN;образ_NOUN;кит_NOUN;ласка_NOUN;Байкал_NOUN;свидетель_NOUN;билет_NOUN;покров_NOUN;карта_NOUN;Англия_PROPN;голова_NOUN;лад_NOUN;состав_NOUN;Бермуды_NOUN;танец_NOUN;киви_NOUN;собака_NOUN;день_NOUN;альбом_NOUN;Египет_PROPN;лук_NOUN;штат_NOUN;шоколад_NOUN;Антарктида_PROPN;Байкал_NOUN;;;байкал_NOUN;яблоко_NOUN;;;вода_NOUN;0.75
запах_NOUN;повар_NOUN;лист_NOUN;карлик_NOUN;каша_NOUN;принцесса_NOUN;Атлантида_NOUN;воздух_NOUN;Австралия_PROPN;казино_NOUN;мелочь_NOUN;доктор_NOUN;снег_NOUN;пистолет_NOUN;пират_NOUN;корона_NOUN;раствор_NOUN;палата_NOUN;секрет_NOUN;билет_NOUN;аппарат_NOUN;образование_NOUN;предприниматель_NOUN;пара_NOUN;гигант_NOUN;повар_NOUN;карлик_NOUN;принцесса_NOUN;;предприниматель_NOUN;повар_NOUN;пират_NOUN;;человек_NOUN;0.056999999999999995
пират_NOUN;пол_NOUN;борт_NOUN;стул_NOUN;Рим_PROPN;барьер_NOUN;коса_NOUN;дух_NOUN;ветер_NOUN;лама_NOUN;жизнь_NOUN;бар_NOUN;частица_NOUN;овсянка_NOUN;кран_NOUN;гигант_NOUN;кошка_NOUN;ударник_NOUN;дробь_NOUN;ерш_NOUN;вилка_NOUN;мат_NOUN;круг_NOUN;пилот_NOUN;мороженое_NOUN;пол_NOUN;стул_NOUN;;;бар_NOUN;стул_NOUN;;;кухня_NOUN;0.15000000000000002
агент_NOUN;Альпы_NOUN;танец_NOUN;кенгуру_NOUN;воздух_NOUN;ключ_NOUN;миллионер_NOUN;бумага_NOUN;разворот_NOUN;такса_NOUN;канал_NOUN;вал_NOUN;король_NOUN;Рим_PROPN;шуба_NOUN;рысь_NOUN;вор_NOUN;пояс_NOUN;кольцо_NOUN;норка_NOUN;номер_NOUN;шпион_NOUN;прокат_NOUN;лимузин_NOUN;площадь_NOUN;Альпы_NOUN;воздух_NOUN;;;король_NOUN;рим_PROPN;;;свобода_NOUN;0.15000000000000002
кенгуру_NOUN;проспект_NOUN;агент_NOUN;шпагат_NOUN;журавль_NOUN;бар_NOUN;такса_NOUN;лейка_NOUN;эльф_NOUN;Америка_PROPN;лад_NOUN;кентавр_NOUN;ботинок_NOUN;край_NOUN;вирус_NOUN;яд_NOUN;рог_NOUN;пингвин_NOUN;концерт_NOUN;рок_NOUN;брак_NOUN;лес_NOUN;декрет_NOUN;сеть_NOUN;доктор_NOUN;проспект_NOUN;журавль_NOUN;такса_NOUN;;пингвин_NOUN;кенгуру_NOUN;лес_NOUN;;зоопарк_NOUN;0.056999999999999995
ветер_NOUN;гребень_NOUN;наряд_NOUN;ступень_NOUN;рыцарь_NOUN;крошка_NOUN;площадь_NOUN;палата_NOUN;Байкал_NOUN;Китай_PROPN;тарелка_NOUN;ученый_NOUN;ботинок_NOUN;команда_NOUN;болезнь_NOUN;состав_NOUN;опера_NOUN;мир_NOUN;пробка_NOUN;бассейн_NOUN;доктор_NOUN;тур_NOUN;Франция_PROPN;лимузин_NOUN;дыра_NOUN;рыцарь_NOUN;площадь_NOUN;;;лимузин_NOUN;наряд_NOUN;;;парад_NOUN;0.22499999999999998
земля_NOUN;червь_NOUN;бабочка_NOUN;область_NOUN;бар_NOUN;орел_NOUN;развод_NOUN;фокус_NOUN;клетка_NOUN;газ_NOUN;полиция_NOUN;кентавр_NOUN;крест_NOUN;знак_NOUN;галоп_NOUN;нота_NOUN;посольство_NOUN;акт_NOUN;форма_NOUN;опера_NOUN;рог_NOUN;хвост_NOUN;стул_NOUN;контрабандист_NOUN;корона_NOUN;червь_NOUN;бабочка_NOUN;;;бабочка_NOUN;червь_NOUN;;;насекомое_NOUN;0.75
бревно_NOUN;амфибия_NOUN;век_NOUN;волна_NOUN;икра_NOUN;ацтек_NOUN;урна_NOUN;блок_NOUN;поле_NOUN;верфь_NOUN;ангел_NOUN;земля_NOUN;вес_NOUN;бутылка_NOUN;кисть_NOUN;Англия_PROPN;диск_NOUN;проспект_NOUN;лев_NOUN;бабочка_NOUN;кабинет_NOUN;кулак_NOUN;рейд_NOUN;тарелка_NOUN;косяк_NOUN;бревно_NOUN;волна_NOUN;;;верфь_NOUN;амфибия_NOUN;;;лодка_NOUN;0.15000000000000002
концерт_NOUN;палец_NOUN;ствол_NOUN;бар_NOUN;паук_NOUN;пирамида_NOUN;Альпы_NOUN;косяк_NOUN;Индия_PROPN;Байкал_NOUN;строй_NOUN;карлик_NOUN;линия_NOUN;шоколад_NOUN;Египет_PROPN;палочка_NOUN;порода_NOUN;яд_NOUN;жила_NOUN;проказа_NOUN;декрет_NOUN;билет_NOUN;ниндзя_NOUN;Франция_PROPN;снаряд_NOUN;концерт_NOUN;палец_NOUN;;;концерт_NOUN;ниндзя_NOUN;;;рок_NOUN;0.22499999999999998
палата_NOUN;фаланга_NOUN;Голливуд_PROPN;падение_NOUN;супергерой_NOUN;рубашка_NOUN;род_NOUN;Англия_PROPN;акт_NOUN;рыцарь_NOUN;Рим_PROPN;медведь_NOUN;привод_NOUN;кол_NOUN;полиция_NOUN;зона_NOUN;точка_NOUN;фига_NOUN;пират_NOUN;рулетка_NOUN;Греция_PROPN;вождь_NOUN;небоскреб_NOUN;кенгуру_NOUN;пилот_NOUN;Голливуд_PROPN;супергерой_NOUN;;;супергерой_NOUN;голливуд_PROPN;;;марвел_PROPN;0.75
экран_NOUN;утконос_NOUN;Пушкин_PROPN;род_NOUN;Олимп_NOUN;солдат_NOUN;гранат_NOUN;вагон_NOUN;Пекин_PROPN;Германия_PROPN;совет_NOUN;кол_NOUN;лицо_NOUN;Англия_PROPN;строй_NOUN;область_NOUN;нота_NOUN;спутник_NOUN;соль_NOUN;лама_NOUN;запад_NOUN;якорь_NOUN;робот_NOUN;дробь_NOUN;пришелец_NOUN;Пушкин_PROPN;Олимп_NOUN;;;пушкин_PROPN;олимп_NOUN;;;муза_NOUN;0.75
единорог_NOUN;башня_NOUN;Атлантида_NOUN;король_NOUN;журавль_NOUN;база_NOUN;дыра_NOUN;водолаз_NOUN;танец_NOUN;камень_NOUN;операция_NOUN;соль_NOUN;горло_NOUN;пират_NOUN;кора_NOUN;институт_NOUN;рыцарь_NOUN;такса_NOUN;полиция_NOUN;собака_NOUN;помет_NOUN;Мексика_PROPN;Китай_PROPN;банк_NOUN;ацтек_NOUN;башня_NOUN;король_NOUN;;;танец_NOUN;журавль_NOUN;;;шахматы_NOUN;0.0
акт_NOUN;фига_NOUN;медведь_NOUN;Мексика_PROPN;Урал_NOUN;знак_NOUN;паук_NOUN;Рим_PROPN;кол_NOUN;Африка_PROPN;ацтек_NOUN;крест_NOUN;Америка_PROPN;бассейн_NOUN;амфибия_NOUN;аппарат_NOUN;база_NOUN;рыцарь_NOUN;крошка_NOUN;кора_NOUN;сеть_NOUN;гриф_NOUN;динозавр_NOUN;вагон_NOUN;мир_NOUN;фига_NOUN;паук_NOUN;;;африка_PROPN;мексика_PROPN;;;экзотика_NOUN;0.75
палец_NOUN;шуба_NOUN;горло_NOUN;повар_NOUN;альбом_NOUN;Франция_PROPN;пилот_NOUN;биржа_NOUN;опера_NOUN;сила_NOUN;пара_NOUN;кадр_NOUN;свет_NOUN;сантехник_NOUN;учитель_NOUN;курс_NOUN;наряд_NOUN;телескоп_NOUN;рукав_NOUN;стена_NOUN;робот_NOUN;волна_NOUN;доктор_NOUN;вода_NOUN;гений_NOUN;повар_NOUN;Франция_PROPN;;;повар_NOUN;вода_NOUN;;;еда_NOUN;0.22499999999999998
газ_NOUN;ключ_NOUN;проспект_NOUN;язык_NOUN;высота_NOUN;кетчуп_NOUN;Китай_PROPN;амфибия_NOUN;лед_NOUN;Рим_PROPN;побег_NOUN;киви_NOUN;среда_NOUN;род_NOUN;дракон_NOUN;сила_NOUN;борт_NOUN;ясли_NOUN;пират_NOUN;вирус_NOUN;операция_NOUN;робот_NOUN;шпагат_NOUN;билет_NOUN;орел_NOUN;газ_NOUN;Китай_PROPN;;;китай_PROPN;побег_NOUN;;;продажа_NOUN;0.15000000000000002
икра_NOUN;кисть_NOUN;мотив_NOUN;крыло_NOUN;вождь_NOUN;база_NOUN;пирамида_NOUN;робот_NOUN;колонна_NOUN;экран_NOUN;развод_NOUN;пистолет_NOUN;коса_NOUN;бутылка_NOUN;бочка_NOUN;ночь_NOUN;панель_NOUN;Китай_PROPN;кадр_NOUN;совет_NOUN;смерть_NOUN;перевод_NOUN;поле_NOUN;лама_NOUN;бревно_NOUN;икра_NOUN;вождь_NOUN;;;вождь_NOUN;пирамида_NOUN;;;элита_NOUN;0.75
край_NOUN;корабль_NOUN;побег_NOUN;ясли_NOUN;такса_NOUN;ботинок_NOUN;Пушкин_PROPN;снег_NOUN;гребень_NOUN;ветер_NOUN;вертолет_NOUN;брак_NOUN;мушка_NOUN;медведь_NOUN;утка_NOUN;раствор_NOUN;предложение_NOUN;совет_NOUN;кадр_NOUN;бревно_NOUN;кентавр_NOUN;полиция_NOUN;секция_NOUN;дыра_NOUN;полис_NOUN;ботинок_NOUN;снег_NOUN;;;ботинок_NOUN;снег_NOUN;;;ступать_VERB;0.75
бумага_NOUN;поток_NOUN;бар_NOUN;секция_NOUN;зуб_NOUN;Пекин_PROPN;рог_NOUN;Берлин_PROPN;масса_NOUN;ведьма_NOUN;кавалер_NOUN;лед_NOUN;паук_NOUN;запах_NOUN;ниндзя_NOUN;поле_NOUN;шуба_NOUN;косяк_NOUN;батарея_NOUN;круг_NOUN;вертолет_NOUN;ночь_NOUN;род_NOUN;голова_NOUN;клетка_NOUN;Пекин_PROPN;Берлин_PROPN;;;род_NOUN;рог_NOUN;;;города_NOUN;0.22499999999999998
род_NOUN;кран_NOUN;динозавр_NOUN;опера_NOUN;каша_NOUN;карта_NOUN;фига_NOUN;ниндзя_NOUN;треугольник_NOUN;линия_NOUN;орел_NOUN;ботинок_NOUN;верфь_NOUN;прокат_NOUN;падение_NOUN;церковь_NOUN;Бермуды_NOUN;яблоко_NOUN;кол_NOUN;декрет_NOUN;лес_NOUN;кольцо_NOUN;лейка_NOUN;Мексика_PROPN;нота_NOUN;род_NOUN;динозавр_NOUN;;;динозавр_NOUN;падение_NOUN;;;вымирание_NOUN;0.15000000000000002
Токио_PROPN;супергерой_NOUN;утка_NOUN;учитель_NOUN;глаз_NOUN;груша_NOUN;колода_NOUN;кетчуп_NOUN;свидетель_NOUN;пробка_NOUN;лед_NOUN;вагон_NOUN;операция_NOUN;тур_NOUN;плата_NOUN;полиция_NOUN;титан_NOUN;микроскоп_NOUN;дух_NOUN;сеть_NOUN;Берлин_PROPN;рыба_NOUN;зебра_NOUN;туба_NOUN;верфь_NOUN;супергерой_NOUN;учитель_NOUN;;;супергерой_NOUN;учитель_NOUN;;;человек_NOUN;0.75
